income_per_month,years_in_school,property_value
5855.456448,16,214339.1521
1997.209951,14,241131.5462
1724.86314,6,509055.4865
590.0847583,12,200942.9551
3722.073091,16,643017.4565
544.6936231,16,18754.67581
4130.593308,14,739470.075
2405.730169,14,190225.9975
2723.468115,12,313471.01
2178.774492,12,428678.3043
15886.89734,16,3215087.282
4039.811038,12,383131.2344
771.6492994,12,133961.9701
3313.552874,16,803771.8205
3449.72628,17,669809.8505
453.9113526,15,910941.3965
862.4315699,12,643017.4565
862.4315699,13,53584.78805
1951.818816,16,348301.1222
38400.90043,16,8225264.965
680.8670289,6,174150.5611
3949.028767,12,803771.8205
5446.936231,16,803771.8205
998.6049757,11,364376.5586
953.2138404,14,401885.9102
7444.146182,16,589432.6685
1452.516328,12,910941.3965
1861.036546,14,434036.7831
6218.58553,17,482263.0923
1225.560652,12,133961.9701
3177.379468,16,431357.5437
2496.512439,16,562640.2745
4629.895796,16,401885.9102
4402.94012,9,576036.4715
7988.839805,17,1473581.671
4720.678067,16,4018859.102
12255.60652,17,1395883.728
3495.117415,16,509055.4865
4539.113526,17,1607543.641
3268.161739,17,937733.7905
1497.907463,12,559961.035
1543.298599,2,353659.601
1452.516328,17,3215087.282
4539.113526,14,669809.8505
998.6049757,12,267923.9402
5401.545096,17,535847.8805
2269.556763,13,214339.1521
8533.533428,16,2143391.521
38083.16248,16,1942448.566
3404.335144,12,174150.5611
1543.298599,17,321508.7282
1951.818816,12,535847.8805
6127.80326,12,723394.6385
1997.209951,12,375093.5162
2087.992222,17,2277353.492
726.2581641,12,334904.9252
1634.080869,14,200942.9551
13481.16717,14,2448824.813
2451.121304,14,377772.7556
2042.601087,12,133961.9701
7943.44867,16,2679239.402
1270.951787,7,937733.7905
1588.689734,14,892186.7205
2814.250386,15,1473581.671
8170.404346,14,806451.06
13935.07852,17,1205657.731
31092.92765,16,8037718.205
953.2138404,12,107169.5761
4720.678067,17,1152072.943
272.3468115,12,160754.3641
4402.94012,14,495659.2893
17974.88956,17,2277353.492
1043.996111,12,187546.7581
4766.069202,12,1205657.731
8034.230941,16,1071695.761
726.2581641,8,160754.3641
2269.556763,14,482263.0923
1089.387246,15,294716.3342
1770.254275,12,241131.5462
14979.07463,17,2679239.402
5446.936231,12,736790.8355
35314.30323,17,6162250.625
8125.013211,16,2947163.342
1906.427681,3,937733.7905
998.6049757,12,375093.5162
817.0404346,12,168792.0823
2314.947898,12,602828.8655
385.8246497,9,80377.18205
2632.685845,13,535847.8805
2178.774492,12,203622.1945
9577.529539,17,4822630.923
8170.404346,16,803771.8205
3177.379468,17,417961.3467
771.6492994,9,160754.3641
10893.87246,17,1205657.731
1906.427681,16,1071695.761
1361.734058,16,482263.0923
998.6049757,12,241131.5462
998.6049757,10,267923.9402
5356.15396,13,334904.9252
20289.83746,12,4018859.102
5038.416014,13,1052941.085
1316.342922,12,200942.9551
1043.996111,12,562640.2745
1043.996111,12,401885.9102
10803.09019,16,2143391.521
8079.622076,17,1205657.731
1976.330029,12,227735.3492
3858.246497,17,977922.3815
5537.718501,12,388489.7132
2451.121304,14,214339.1521
18292.62751,16,2277353.492
181.564541,12,214339.1521
1270.951787,12,361697.3192
2087.992222,12,2009429.551
5174.589419,16,937733.7905
10485.35224,16,1808486.596
2269.556763,12,80377.18205
1615.924415,12,602828.8655
3812.855362,12,401885.9102
3358.944009,17,2679239.402
6990.23483,17,1875467.581
1452.516328,13,12056.57731
3722.073091,14,1069016.521
1452.516328,6,133961.9701
4312.157849,16,334904.9252
2042.601087,14,401885.9102
399.4419903,12,85735.66085
4629.895796,12,696602.2445
2541.903574,16,653734.414
3086.597197,12,200942.9551
39354.11427,15,535847.8805
2541.903574,17,736790.8355
2314.947898,12,227735.3492
5446.936231,17,643017.4565
2950.423792,10,428678.3043
5719.283042,16,771620.9475
9032.835916,17,1607543.641
7081.0171,17,415282.1073
5764.674178,13,468866.8953
2768.859251,12,348301.1222
9123.618187,16,5358478.805
7262.581641,16,616225.0625
2496.512439,12,267923.9402
5310.762825,12,669809.8505
1484.290123,16,3215087.282
6127.80326,15,455470.6983
10213.00543,12,937733.7905
3858.246497,16,3483011.222
6023.403649,3,2277353.492
635.4758936,9,133961.9701
771.6492994,11,160754.3641
9441.356133,16,1607543.641
1543.298599,9,80377.18205
8715.097969,16,1339619.701
3404.335144,17,294716.3342
4402.94012,16,388489.7132
4085.202173,13,669809.8505
1724.86314,12,203622.1945
1634.080869,12,99131.85785
7761.884129,16,1071695.761
2133.383357,16,401885.9102
2859.641521,12,535847.8805
8351.968887,12,1607543.641
680.8670289,10,289357.8554
35949.77912,17,4420745.013
13526.55831,16,2143391.521
4811.460337,12,1018110.973
12255.60652,14,442074.5013
3177.379468,13,168792.0823
2090.261779,8,401885.9102
4130.593308,16,803771.8205
6536.323477,12,1607543.641
5356.15396,12,265244.7008
11211.61041,17,2280032.731
1497.907463,8,428678.3043
2814.250386,14,669809.8505
1815.64541,12,535847.8805
1861.036546,12,803771.8205
998.6049757,10,195584.4763
2541.903574,14,1690600.063
3177.379468,17,1004714.776
8261.186617,17,442074.5013
1634.080869,12,294716.3342
499.3024878,4,174150.5611
2768.859251,14,535847.8805
3858.246497,17,468866.8953
3358.944009,16,487621.5711
2042.601087,12,1200299.252
6400.150071,12,401885.9102
435.7548985,8,669809.8505
4902.242608,17,49565.92893
5401.545096,12,503697.0075
3404.335144,12,305433.2918
1724.86314,11,69660.22445
499.3024878,9,334904.9252
1361.734058,12,267923.9402
8170.404346,12,74750.7793
18519.58318,12,1004714.776
18610.36546,16,2143391.521
1452.516328,16,174150.5611
1724.86314,12,321508.7282
32908.57306,17,9377337.905
18791.93,17,8895074.815
8669.706834,16,2009429.551
6445.541207,14,696602.2445
1134.778381,11,270603.1796
11347.78381,17,1178865.337
4357.548985,12,750187.0325
2950.423792,12,174150.5611
2859.641521,12,401885.9102
36312.90821,17,2545277.432
1316.342922,12,669809.8505
1316.342922,3,26792.39402
4493.72239,13,241131.5462
1452.516328,12,509055.4865
1452.516328,3,669809.8505
1134.778381,12,321508.7282
2042.601087,16,321508.7282
4221.375579,13,214339.1521
4947.633743,17,669809.8505
726.2581641,12,262565.4614
4902.242608,17,404565.1497
20017.49065,17,3750935.162
3858.246497,16,1031507.17
2859.641521,14,843960.4115
3858.246497,14,589432.6685
2133.383357,12,200942.9551
4130.593308,16,200942.9551
3585.899685,11,535847.8805
2905.032656,12,589432.6685
907.8227051,11,5358.478805
1407.125193,12,227735.3492
3404.335144,12,669809.8505
1407.125193,12,294716.3342
12119.43311,16,1058299.564
7353.363912,14,241131.5462
2587.29471,12,466187.6559
1316.342922,12,267923.9402
3222.770603,12,669809.8505
22332.43855,16,1741505.611
14434.38101,17,669809.8505
2451.121304,10,334904.9252
1089.387246,16,241131.5462
2905.032656,16,241131.5462
1543.298599,12,133961.9701
29322.67338,16,7421493.14
6490.932342,12,401885.9102
6536.323477,17,1205657.731
3631.290821,16,643017.4565
7444.146182,17,1419996.883
1180.169517,13,334904.9252
3631.290821,13,643017.4565
3222.770603,16,509055.4865
2133.383357,17,455470.6983
4856.851473,17,1848675.187
3449.72628,15,495659.2893
2905.032656,13,616225.0625
2723.468115,17,643017.4565
8170.404346,16,669809.8505
4993.024878,14,348301.1222
6808.670289,17,3215087.282
1452.516328,12,21433.91521
4035.271924,16,910941.3965
4402.94012,14,267923.9402
1043.996111,12,870752.8055
1634.080869,12,1205657.731
1951.818816,12,1205657.731
4175.984444,15,1205657.731
1815.64541,12,40188.59102
1770.254275,11,66980.98505
6037.020989,16,696602.2445
2360.339033,12,428678.3043
1543.298599,12,348301.1222
1815.64541,13,401885.9102
2133.383357,16,275961.6584
2496.512439,16,2143391.521
680.8670289,13,107169.5761
1815.64541,12,731432.3565
381.2855362,11,147358.1671
1951.818816,12,334904.9252
771.6492994,12,348301.1222
998.6049757,15,257206.9826
544.6936231,12,300074.813
2360.339033,12,249169.2644
3994.419903,16,2009429.551
1770.254275,6,158075.1247
7217.190506,16,589432.6685
6899.452559,16,723394.6385
2451.121304,17,602828.8655
5038.416014,12,1607543.641
1361.734058,14,214339.1521
9532.138404,16,4018859.102
5446.936231,17,945771.5085
2905.032656,12,337584.1646
1543.298599,9,270603.1796
7807.275264,16,3750935.162
5083.807149,16,468866.8953
3268.161739,16,1138676.746
1361.734058,6,803771.8205
3812.855362,16,669809.8505
5673.891907,12,1607543.641
3449.72628,14,254527.7432
1316.342922,12,334904.9252
6581.714612,17,535847.8805
6672.496883,17,696602.2445
2905.032656,12,401885.9102
7716.492994,14,562640.2745
2451.121304,12,267923.9402
1407.125193,12,200942.9551
3631.290821,13,884149.0025
4402.94012,9,750187.0325
1089.387246,12,669809.8505
2723.468115,12,334904.9252
14388.98988,16,1473581.671
1497.907463,14,133961.9701
2405.730169,13,533168.641
4584.504661,16,736790.8355
1951.818816,12,267923.9402
4584.504661,13,155395.8853
1588.689734,12,308112.5312
3676.681956,17,884149.0025
771.6492994,6,48226.30923
3767.464226,12,267923.9402
2905.032656,12,219697.6309
2995.814927,16,267923.9402
3540.50855,15,937733.7905
2814.250386,16,1438751.559
680.8670289,15,267923.9402
5446.936231,13,723394.6385
817.0404346,12,214339.1521
3041.206062,12,937733.7905
817.0404346,12,388489.7132
953.2138404,14,401885.9102
5583.109637,17,669809.8505
16340.80869,17,2679239.402
4993.024878,16,1205657.731
4539.113526,16,535847.8805
29277.28224,16,3215087.282
32545.44398,16,7233946.385
26417.64072,17,2679239.402
862.4315699,12,364376.5586
13662.73171,17,803771.8205
1316.342922,12,696602.2445
40988.19514,17,3483011.222
1134.778381,15,200942.9551
4357.548985,16,348301.1222
7307.972776,17,2009429.551
2087.992222,16,736790.8355
2405.730169,16,849318.8905
4902.242608,14,602828.8655
24511.21304,14,2009429.551
4629.895796,15,803771.8205
385.8246497,9,20094.29551
326.8161739,3,45547.06983
762.5710723,16,53584.78805
3949.028767,16,1071695.761
11347.78381,17,3483011.222
2451.121304,14,948450.748
449.372239,8,214339.1521
2882.337089,16,401885.9102
3949.028767,12,455470.6983
8079.622076,12,937733.7905
31592.23014,14,7528662.72
1815.64541,-1,294716.3342
4766.069202,12,482263.0923
2723.468115,16,66980.98505
2087.992222,14,112528.0549
1361.734058,16,334904.9252
14525.16328,17,7501870.325
1089.387246,12,187546.7581
2723.468115,14,602828.8655
1861.036546,17,80377.18205
4629.895796,12,133961.9701
1997.209951,16,383131.2344
1361.734058,11,26792.39402
1861.036546,12,423319.8255
1452.516328,14,174150.5611
12074.04198,16,1071695.761
1043.996111,14,267923.9402
2723.468115,6,214339.1521
9532.138404,17,1071695.761
4947.633743,14,417961.3467
2405.730169,16,348301.1222
5310.762825,17,2679239.402
3086.597197,16,602828.8655
8034.230941,16,803771.8205
907.8227051,11,5358.478805
1180.169517,6,107169.5761
9169.009322,17,1004714.776
2087.992222,12,80377.18205
862.4315699,12,241131.5462
2496.512439,12,257206.9826
254.1903574,12,222376.8703
5991.629854,16,1071695.761
2042.601087,13,696602.2445
4720.678067,14,321508.7282
2224.165628,16,586753.429
4312.157849,12,1607543.641
3177.379468,17,1336940.462
7126.408235,13,2143391.521
4766.069202,17,937733.7905
3177.379468,17,1607543.641
2723.468115,16,321508.7282
3268.161739,12,576036.4715
5991.629854,16,696602.2445
2314.947898,9,289357.8554
2360.339033,14,669809.8505
1634.080869,16,292037.0948
385.8246497,10,75018.70325
5991.629854,16,736790.8355
2723.468115,17,1339619.701
907.8227051,12,5358.478805
4993.024878,11,101811.0973
3177.379468,17,803771.8205
2269.556763,12,442074.5013
4766.069202,16,1312827.307
11075.437,16,8037718.205
2314.947898,12,241131.5462
771.6492994,12,238452.3068
1180.169517,12,211659.9127
3041.206062,12,257206.9826
10258.39657,17,1473581.671
3767.464226,14,369735.0374
635.4758936,11,21433.91521
5673.891907,16,557281.7955
11211.61041,17,1042224.127
1316.342922,13,417961.3467
20879.92222,17,2143391.521
2314.947898,16,388489.7132
1588.689734,13,401885.9102
2905.032656,12,334904.9252
3449.72628,16,937733.7905
726.2581641,17,195584.4763
862.4315699,8,535847.8805
5900.847583,17,1570034.29
30775.1897,16,1071695.761
3585.899685,14,273282.419
1497.907463,14,120565.7731
4566.348207,13,937733.7905
1361.734058,12,1071695.761
7807.275264,17,267923.9402
9395.964998,17,2679239.402
1497.907463,12,401885.9102
771.6492994,12,656413.6535
10439.96111,17,8037718.205
1497.907463,12,200942.9551
1089.387246,7,267923.9402
3812.855362,16,401885.9102
4766.069202,16,308112.5312
8034.230941,16,1374449.813
1497.907463,12,401885.9102
1588.689734,5,160754.3641
2995.814927,16,1138676.746
2496.512439,12,471546.1347
5946.238719,14,656413.6535
1089.387246,8,192905.2369
6218.58553,12,401885.9102
8987.444781,17,937733.7905
907.8227051,12,200942.9551
2087.992222,17,1026148.691
4312.157849,16,1500374.065
1497.907463,15,227735.3492
1906.427681,12,227735.3492
2950.423792,16,182188.2793
1679.472005,15,1205657.731
13208.82036,17,2285391.21
11030.04587,17,1473581.671
18882.71227,14,1339619.701
11302.39268,17,3215087.282
680.8670289,16,1339619.701
9123.618187,17,1304789.589
3722.073091,16,937733.7905
4766.069202,16,910941.3965
4357.548985,12,535847.8805
2268.195029,12,267923.9402
3222.770603,16,200942.9551
7262.581641,16,4152821.073
4766.069202,12,401885.9102
15932.28848,17,2009429.551
19790.53497,12,4018859.102
21651.57152,17,13396197.01
5900.847583,17,1875467.581
13344.99377,16,3241879.676
30820.58084,17,3215087.282
862.4315699,12,344723.2659
1180.169517,14,937733.7905
862.4315699,10,803771.8205
2269.556763,16,133961.9701
2360.339033,12,2277353.492
3676.681956,17,3215087.282
4766.069202,14,1473581.671
2224.165628,12,669809.8505
20426.01087,17,1473581.671
11302.39268,17,1687920.823
7625.710723,16,2411315.462
2541.903574,13,294716.3342
1588.689734,14,696602.2445
2632.685845,14,1205657.731
4539.113526,17,669809.8505
3268.161739,17,334904.9252
9804.485216,17,2089806.733
1180.169517,17,361697.3192
1270.951787,12,262565.4614
20652.96654,16,2411315.462
2224.165628,12,5358.478805
635.4758936,8,8037.718205
2541.903574,17,509055.4865
403.9811038,12,361697.3192
3449.72628,14,455470.6983
2678.07698,3,1607543.641
5219.980555,13,4018859.102
16023.07075,17,2411315.462
953.2138404,11,107169.5761
771.6492994,12,482263.0923
4629.895796,17,803771.8205
453.9113526,16,878790.5235
4584.504661,14,803771.8205
2632.685845,14,535847.8805
1407.125193,16,107169.5761
18882.71227,16,5626402.745
953.2138404,12,241131.5462
2632.685845,12,214339.1521
2314.947898,16,200942.9551
3404.335144,14,803771.8205
3041.206062,12,294716.3342
22514.00309,17,8037718.205
2541.903574,12,643017.4565
3495.117415,16,803771.8205
2496.512439,12,321508.7282
4539.113526,14,1272638.716
1634.080869,16,334904.9252
1861.036546,14,174150.5611
1634.080869,12,329546.4464
2314.947898,10,123245.0125
11937.86857,17,937733.7905
4766.069202,14,643017.4565
3177.379468,13,535847.8805
7625.710723,16,549244.0775
11120.82814,16,2143391.521
11529.34836,16,2344334.477
2405.730169,14,321508.7282
2269.556763,16,1339619.701
2768.859251,17,267923.9402
1225.560652,9,455470.6983
8805.88024,17,616225.0625
1089.387246,12,133961.9701
6263.976665,16,1339619.701
2496.512439,17,1339619.701
828.3882184,15,214339.1521
2042.601087,15,750187.0325
38173.94475,16,5358478.805
1089.387246,12,294716.3342
3631.290821,15,1071695.761
907.8227051,11,283999.3766
18156.4541,17,2585466.023
18973.49454,16,1674524.626
317.7379468,8,26792.39402
4675.286931,11,420640.5861
2451.121304,16,562640.2745
2905.032656,12,1071695.761
37538.46886,16,3215087.282
2496.512439,12,155395.8853
2950.423792,13,425999.0649
24238.86623,17,6296212.595
1906.427681,12,318829.4888
27280.07229,17,4018859.102
4493.72239,15,589432.6685
2995.814927,16,964526.1845
16976.28459,16,2411315.462
4085.202173,17,482263.0923
1588.689734,12,195584.4763
2405.730169,12,294716.3342
2314.947898,10,300074.813
3086.597197,16,535847.8805
590.0847583,12,348301.1222
1134.778381,13,1339619.701
2587.29471,14,160754.3641
5174.589419,16,498338.5287
12845.69128,14,3483011.222
8578.924564,16,543885.5985
2360.339033,13,214339.1521
680.8670289,12,112528.0549
8805.88024,12,64301.74565
15251.42145,14,2679239.402
1497.907463,11,176829.8005
2678.07698,16,669809.8505
3177.379468,16,428678.3043
6490.932342,12,267923.9402
2269.556763,12,1224412.407
6990.23483,13,951129.9875
31546.839,16,5358478.805
1770.254275,12,241131.5462
2814.250386,16,616225.0625
3722.073091,16,535847.8805
2042.601087,6,227735.3492
4993.024878,16,870752.8055
13254.2115,16,2143391.521
2496.512439,13,388489.7132
1361.734058,14,1200299.252
1180.169517,16,535847.8805
7307.972776,16,632300.499
7489.537317,17,1339619.701
7262.581641,16,2569390.586
18156.4541,17,2411315.462
998.6049757,12,455470.6983
1543.298599,14,308112.5312
2541.903574,16,479583.8529
4039.811038,14,546564.838
2678.07698,12,219697.6309
4312.157849,14,455470.6983
20970.70449,16,5278101.62
2995.814927,16,254527.7432
1951.818816,16,1339619.701
4085.202173,14,736790.8355
20698.35768,16,12110162.1
4766.069202,17,1741505.611
2224.165628,12,870752.8055
4493.72239,15,616225.0625
13344.99377,17,2344334.477
817.0404346,16,916299.8755
1180.169517,11,200942.9551
9395.964998,17,1473581.671
3358.944009,12,482263.0923
4856.851473,17,238452.3068
1906.427681,12,401885.9102
2905.032656,15,294716.3342
2269.556763,7,340263.404
2723.468115,13,48226.30923
6400.150071,17,1419996.883
3313.552874,17,5358478.805
907.8227051,7,535847.8805
635.4758936,16,803771.8205
4902.242608,16,860035.848
8715.097969,16,691243.7655
14298.20761,17,2947163.342
5219.980555,9,482263.0923
5219.980555,17,1205657.731
2950.423792,12,107169.5761
4993.024878,12,643017.4565
13571.94944,16,1205657.731
435.7548985,12,675168.329
1180.169517,17,321508.7282
4085.202173,17,803771.8205
1588.689734,12,482263.0923
6218.58553,14,669809.8505
4993.024878,17,763583.2295
10893.87246,17,964526.1845
1180.169517,12,26792.39402
8624.315699,15,803771.8205
27733.98364,17,2411315.462
10803.09019,16,4018859.102
413.0593308,12,399206.6708
2791.554818,12,401885.9102
6581.714612,16,763583.2295
2269.556763,12,1205657.731
1906.427681,13,487621.5711
4993.024878,12,535847.8805
1043.996111,17,1339619.701
1815.64541,16,776979.4265
907.8227051,12,42867.83043
771.6492994,12,375093.5162
2269.556763,15,131282.7307
26644.5964,17,2143391.521
9759.09408,12,1071695.761
1134.778381,16,428678.3043
2178.774492,12,1339619.701
1089.387246,16,937733.7905
1343.577604,12,535847.8805
1543.298599,12,334904.9252
3268.161739,16,669809.8505
5900.847583,17,937733.7905
340.4335144,10,214339.1521
1815.64541,14,241131.5462
326.8161739,12,937733.7905
5219.980555,16,375093.5162
5356.15396,17,977922.3815
1089.387246,12,120565.7731
11529.34836,16,13905252.5
2587.29471,8,602828.8655
1997.209951,16,321508.7282
1861.036546,16,814488.778
5537.718501,16,509055.4865
8896.66251,16,1875467.581
23013.30558,17,2143391.521
4266.766714,15,937733.7905
5673.891907,14,428678.3043
7761.884129,16,348301.1222
1180.169517,6,246490.025
12164.82425,17,3215087.282
2678.07698,12,482263.0923
3631.290821,13,1607543.641
907.8227051,16,163433.6035
9759.09408,12,803771.8205
3449.72628,16,801092.581
24783.55985,14,9377337.905
19427.40589,12,5358478.805
3449.72628,12,179509.0399
3313.552874,12,423319.8255
1497.907463,12,401885.9102
1634.080869,12,200942.9551
1634.080869,14,452791.4589
3949.028767,14,535847.8805
6400.150071,16,4018859.102
6082.412124,16,1607543.641
6218.58553,17,13396197.01
23966.51942,16,7260738.78
9169.009322,13,1607543.641
1361.734058,12,133961.9701
8624.315699,16,4554706.983
8170.404346,17,1205657.731
322.2770603,12,133961.9701
1679.472005,15,490300.8105
9078.227051,16,1205657.731
3268.161739,14,388489.7132
5446.936231,16,723394.6385
3086.597197,13,509055.4865
1997.209951,17,2143391.521
2133.383357,16,492980.0499
1407.125193,16,182188.2793
1679.472005,12,348301.1222
2405.730169,14,53584.78805
862.4315699,10,294716.3342
817.0404346,13,321508.7282
3086.597197,17,562640.2745
4130.593308,14,238452.3068
26054.51164,17,10716957.61
2405.730169,16,723394.6385
17112.45799,12,3188294.888
1997.209951,12,803771.8205
3372.56135,17,1336940.462
726.2581641,15,93773.37905
1225.560652,14,292037.0948
6354.758936,17,945771.5085
9804.485216,12,1272638.716
1770.254275,12,32150.87282
2451.121304,12,241131.5462
2995.814927,16,428678.3043
1134.778381,7,401885.9102
28187.89499,17,2009429.551
10530.74338,13,1071695.761
3358.944009,12,294716.3342
6127.80326,16,482263.0923
4175.984444,12,324187.9676
1770.254275,14,401885.9102
3086.597197,17,835922.6935
1679.472005,12,267923.9402
635.4758936,11,8037.718205
4993.024878,14,3349049.252
1997.209951,14,576036.4715
1361.734058,16,937733.7905
1361.734058,12,211659.9127
4539.113526,17,401885.9102
11710.9129,16,2947163.342
1089.387246,12,468866.8953
14162.0342,16,4018859.102
3631.290821,16,643017.4565
4175.984444,15,578715.7105
2541.903574,16,535847.8805
6581.714612,16,884149.0025
2405.730169,16,455470.6983
3313.552874,12,468866.8953
1407.125193,11,190225.9975
1679.472005,15,334904.9252
689.9452559,16,267923.9402
7943.44867,16,535847.8805
2224.165628,15,166112.8429
1497.907463,14,66980.98505
1320.882036,12,334904.9252
5446.936231,16,1071695.761
1615.924415,17,275961.6584
1361.734058,12,401885.9102
3722.073091,16,720715.399
3812.855362,12,401885.9102
907.8227051,12,262565.4614
2042.601087,14,460829.1771
953.2138404,14,375093.5162
1134.778381,9,214339.1521
3086.597197,16,776979.4265
2723.468115,13,744828.5535
5174.589419,16,977922.3815
18383.40978,14,10716957.61
39081.76746,17,3215087.282
5537.718501,16,334904.9252
5537.718501,16,1071695.761
1724.86314,12,241131.5462
3767.464226,10,107169.5761
1770.254275,13,93773.37905
340.4335144,12,58943.26685
1180.169517,11,267923.9402
5855.456448,14,482263.0923
16204.63529,17,5358478.805
19382.01475,16,2411315.462
2269.556763,13,254527.7432
4993.024878,14,602828.8655
635.4758936,12,9109.413965
2042.601087,16,803771.8205
13526.55831,17,675168.329
726.2581641,12,182188.2793
2768.859251,11,1205657.731
8170.404346,17,1875467.581
32908.57306,16,24541832.92
2087.992222,16,267923.9402
1270.951787,16,401885.9102
7625.710723,17,1870109.102
3086.597197,14,84973.68515
5764.674178,17,2679239.402
1361.734058,14,415282.1073
9622.920675,16,659092.893
2360.339033,10,401885.9102
1906.427681,13,227735.3492
18156.4541,17,4152821.073
295.0423792,8,254527.7432
2087.992222,12,455470.6983
817.0404346,12,174150.5611
1407.125193,14,107169.5761
6899.452559,17,736790.8355
2451.121304,16,308112.5312
4856.851473,17,559961.035
3404.335144,16,643017.4565
2541.903574,16,243810.7856
2541.903574,12,281320.1372
998.6049757,12,48226.30923
4085.202173,17,455470.6983
5492.327366,17,375093.5162
4221.375579,12,211659.9127
1316.342922,10,184867.5187
1361.734058,12,669809.8505
635.4758936,17,372414.2768
10203.92721,16,1339619.701
7716.492994,16,2411315.462
1225.560652,12,334904.9252
1043.996111,12,66980.98505
998.6049757,16,241131.5462
9214.400457,17,776979.4265
1180.169517,12,669809.8505
30048.93154,17,2679239.402
4720.678067,13,321508.7282
1634.080869,12,321508.7282
11347.78381,16,2480975.686
2496.512439,12,214339.1521
4766.069202,17,1473581.671
2859.641521,12,139320.4489
1770.254275,17,267923.9402
6854.061424,14,937733.7905
3177.379468,12,535847.8805
6763.279153,13,696602.2445
2360.339033,15,605508.1045
7852.666399,16,1243167.083
2133.383357,11,257206.9826
4629.895796,14,1553958.853
1043.996111,15,519772.444
3449.72628,17,377772.7556
4993.024878,16,937733.7905
5446.936231,17,1495390.68
726.2581641,15,428678.3043
2133.383357,12,80377.18205
889.666251,14,803771.8205
1361.734058,17,543885.5985
3086.597197,17,509055.4865
4448.331255,12,535847.8805
7580.319588,16,1339619.701
3177.379468,14,525130.9225
3631.290821,13,334904.9252
11347.78381,17,4554706.983
4130.593308,10,482263.0923
1770.254275,14,361697.3192
2042.601087,13,937733.7905
590.0847583,12,535847.8805
907.8227051,17,549244.0775
5492.327366,17,241131.5462
4221.375579,12,468866.8953
2042.601087,14,401885.9102
2087.992222,14,214339.1521
8942.053646,17,1875467.581
28278.67727,17,1607543.641
5174.589419,14,924337.5935
2632.685845,15,29471.63342
680.8670289,11,128603.4913
1180.169517,16,187546.7581
590.0847583,14,93773.37905
16567.76437,17,5358478.805
1997.209951,12,602828.8655
1951.818816,14,334904.9252
5946.238719,16,857356.6085
1452.516328,12,133961.9701
2405.730169,13,2143391.521
2632.685845,16,803771.8205
1588.689734,12,214339.1521
4221.375579,16,616225.0625
4175.984444,12,616225.0625
3767.464226,12,321508.7282
18882.71227,17,1339619.701
907.8227051,13,669809.8505
2405.730169,13,300074.813
7988.839805,16,1098488.155
1724.86314,16,321508.7282
34497.2628,17,2679239.402
2541.903574,14,442074.5013
11937.86857,17,1473581.671
2360.339033,17,669809.8505
3767.464226,14,120565.7731
2905.032656,15,669809.8505
7489.537317,16,1875467.581
3858.246497,16,2009429.551
16976.28459,17,1205657.731
680.8670289,16,602828.8655
1497.907463,12,200942.9551
1361.734058,17,728753.117
5310.762825,16,281320.1372
4085.202173,14,294716.3342
9078.227051,17,468866.8953
36494.47275,12,1607543.641
5174.589419,17,937733.7905
1134.778381,12,26792.39402
2678.07698,12,509055.4865
4039.811038,16,1473581.671
3313.552874,17,227735.3492
10893.87246,16,1339619.701
2360.339033,3,803771.8205
1815.64541,17,1942448.566
3631.290821,13,361697.3192
2768.859251,16,1674524.626
862.4315699,12,1875467.581
29163.8044,16,2143391.521
6354.758936,17,492980.0499
12709.51787,16,2411315.462
4856.851473,17,937733.7905
862.4315699,16,1607543.641
28551.02408,17,6430174.565
1815.64541,12,602828.8655
2723.468115,14,388489.7132
1361.734058,12,401885.9102
3749.307772,17,334904.9252
2541.903574,12,629621.2595
226.9556763,12,227735.3492
10848.48133,14,2679239.402
686.3139651,16,669809.8505
3858.246497,14,937733.7905
1684.011118,17,535847.8805
14207.42534,17,1205657.731
5810.065313,17,576036.4715
3358.944009,12,669809.8505
2950.423792,12,479583.8529
1043.996111,12,484942.3317
2541.903574,12,34830.11222
4402.94012,16,2411315.462
817.0404346,12,160754.3641
23739.56374,17,6564136.535
11120.82814,16,535847.8805
331.3552874,12,203622.1945
2087.992222,14,519772.444
2042.601087,16,133961.9701
1316.342922,12,991318.5785
8942.053646,12,1205657.731
3858.246497,17,2143391.521
3858.246497,12,509055.4865
1543.298599,14,101811.0973
4766.069202,12,602828.8655
9001.062121,16,1645052.993
2632.685845,12,1071695.761
1407.125193,9,93773.37905
7580.319588,16,401885.9102
4993.024878,12,187546.7581
3585.899685,16,238452.3068
41033.58627,17,5036970.075
1724.86314,14,696602.2445
1724.86314,9,160754.3641
499.3024878,11,123245.0125
2541.903574,12,482263.0923
1997.209951,14,184867.5187
1134.778381,17,262565.4614
15787.03684,17,2625654.614
7625.710723,17,1607543.641
5946.238719,17,648375.935
1588.689734,14,217018.3915
1724.86314,13,348301.1222
1942.740589,10,495659.2893
5651.19634,17,803771.8205
2360.339033,14,407244.3891
2178.774492,17,267923.9402
5446.936231,15,415282.1073
2087.992222,10,200942.9551
2405.730169,12,1473581.671
3540.50855,13,790375.6235
7262.581641,16,1318185.786
2087.992222,12,24113.15462
4312.157849,11,495659.2893
2587.29471,16,669809.8505
4175.984444,12,511734.7255
1770.254275,14,803771.8205
6763.279153,14,482263.0923
1134.778381,10,26792.39402
2950.423792,12,321508.7282
2087.992222,12,425999.0649
2269.556763,13,321508.7282
1452.516328,11,200942.9551
7081.0171,16,388489.7132
726.2581641,13,294716.3342
5265.37169,14,455470.6983
3404.335144,16,803771.8205
